Species,Block,Street,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,DewPoint,WetBulb,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day
2,35,88,104,41.682587,-87.707973,9,5,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,37,22,114,41.948167,-87.730698,8,11,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,37,22,114,41.948167,-87.730698,8,11,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,37,22,114,41.948167,-87.730698,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,37,22,114,41.948167,-87.730698,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,45,16,116,41.963976,-87.69181,9,4,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,45,16,116,41.963976,-87.69181,9,4,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,46,29,2,41.964242,-87.757639,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,46,29,2,41.964242,-87.757639,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,46,29,2,41.964242,-87.757639,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,46,29,2,41.964242,-87.757639,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
6,46,29,2,41.964242,-87.757639,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
6,46,29,2,41.964242,-87.757639,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,70,31,7,42.008314,-87.777921,9,6,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,70,31,7,42.008314,-87.777921,9,6,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,61,25,10,41.991429,-87.747113,8,5,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,61,25,10,41.991429,-87.747113,8,5,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,61,25,10,41.991429,-87.747113,8,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,61,25,10,41.991429,-87.747113,8,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,61,25,10,41.991429,-87.747113,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,61,25,10,41.991429,-87.747113,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,11,50,34,41.868142,-87.696269,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,11,50,34,41.868142,-87.696269,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,11,50,34,41.868142,-87.696269,9,3,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,11,50,34,41.868142,-87.696269,9,3,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,61,110,11,41.923738,-87.785288,9,6,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,61,110,11,41.923738,-87.785288,9,6,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,61,110,11,41.923738,-87.785288,9,3,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,61,110,11,41.923738,-87.785288,9,3,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,61,110,11,41.923738,-87.785288,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,61,110,11,41.923738,-87.785288,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,10,18,21,41.89923,-87.716788,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,10,18,21,41.89923,-87.716788,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,33,39,90,41.94016,-87.794896,9,8,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,33,39,90,41.94016,-87.794896,9,8,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,33,39,90,41.94016,-87.794896,9,3,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,33,39,90,41.94016,-87.794896,9,3,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,11,45,106,41.903002,-87.688267,8,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,11,45,106,41.903002,-87.688267,8,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,11,45,106,41.903002,-87.688267,8,5,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,11,45,106,41.903002,-87.688267,8,5,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,60,119,15,41.960616,-87.777189,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,60,119,15,41.960616,-87.777189,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,60,119,15,41.960616,-87.777189,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,60,119,15,41.960616,-87.777189,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,33,86,73,41.704336,-87.703736,8,6,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,33,86,73,41.704336,-87.703736,8,6,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,17,36,28,41.911824,-87.726737,9,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,17,36,28,41.911824,-87.726737,9,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,17,36,28,41.911824,-87.726737,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,17,36,28,41.911824,-87.726737,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,17,36,28,41.911824,-87.726737,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,17,36,28,41.911824,-87.726737,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,22,93,42,41.801179,-87.679447,8,12,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,22,93,42,41.801179,-87.679447,8,12,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,35,93,43,41.800737,-87.71188,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,35,93,43,41.800737,-87.71188,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,67,64,46,41.77166,-87.703047,8,11,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,67,64,46,41.77166,-87.703047,8,11,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,67,64,46,41.77166,-87.703047,8,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,67,64,46,41.77166,-87.703047,8,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,22,97,48,41.768388,-87.678649,8,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,22,97,48,41.768388,-87.678649,8,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,7,52,41.773215,-87.60088,8,13,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,7,52,41.773215,-87.60088,8,13,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,10,7,52,41.773215,-87.60088,8,3,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,10,7,52,41.773215,-87.60088,8,3,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,10,7,52,41.773215,-87.60088,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,10,7,52,41.773215,-87.60088,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,39,46,53,41.822536,-87.666343,9,3,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,39,46,53,41.822536,-87.666343,9,3,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,39,46,53,41.822536,-87.666343,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,39,46,53,41.822536,-87.666343,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,71,77,58,41.766202,-87.562889,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,71,77,58,41.766202,-87.562889,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,79,54,62,41.754292,-87.590773,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,79,54,62,41.754292,-87.590773,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,52,66,81,41.798697,-87.736812,8,5,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,52,66,81,41.798697,-87.736812,8,5,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,63,95,101,41.776156,-87.778927,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,63,95,101,41.776156,-87.778927,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,37,75,44,41.82561,-87.726549,9,8,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,37,75,44,41.82561,-87.726549,9,8,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,37,75,44,41.82561,-87.726549,9,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,37,75,44,41.82561,-87.726549,9,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,79,86,41.726465,-87.585413,5,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,79,86,41.726465,-87.585413,5,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,10,79,86,41.726465,-87.585413,5,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,10,79,86,41.726465,-87.585413,5,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,13,81,109,41.678618,-87.559308,5,17,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,13,81,109,41.678618,-87.559308,5,17,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,13,81,109,41.678618,-87.559308,5,4,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,13,81,109,41.678618,-87.559308,5,4,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,13,81,109,41.678618,-87.559308,5,6,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,13,81,109,41.678618,-87.559308,5,6,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,13,49,111,41.740641,-87.546587,5,8,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,13,49,111,41.740641,-87.546587,5,8,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,13,49,111,41.740641,-87.546587,5,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,13,49,111,41.740641,-87.546587,5,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,13,49,111,41.740641,-87.546587,5,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,13,49,111,41.740641,-87.546587,5,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,37,4,112,41.680946,-87.535198,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,37,4,112,41.680946,-87.535198,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,37,4,112,41.680946,-87.535198,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,37,4,112,41.680946,-87.535198,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,24,1,83,41.704572,-87.565666,8,17,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,24,1,83,41.704572,-87.565666,8,17,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,24,1,83,41.704572,-87.565666,8,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,24,1,83,41.704572,-87.565666,8,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,57,78,41.750498,-87.605294,5,5,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,57,78,41.750498,-87.605294,5,5,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,10,57,78,41.750498,-87.605294,5,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,10,57,78,41.750498,-87.605294,5,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,10,57,78,41.750498,-87.605294,5,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,10,57,78,41.750498,-87.605294,5,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,40,5,117,41.659112,-87.538693,8,4,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,40,5,117,41.659112,-87.538693,8,4,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,91,116,8,41.992478,-87.862995,8,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,91,116,8,41.992478,-87.862995,8,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,121,134,41.974689,-87.890615,9,39,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,121,134,41.974689,-87.890615,9,39,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,121,134,41.974689,-87.890615,9,7,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,121,134,41.974689,-87.890615,9,7,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,121,134,41.974689,-87.890615,9,3,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,121,134,41.974689,-87.890615,9,3,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,121,134,41.974689,-87.890615,9,3,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,121,134,41.974689,-87.890615,9,3,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,121,134,41.974689,-87.890615,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,121,134,41.974689,-87.890615,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,10,121,134,41.974689,-87.890615,9,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,10,121,134,41.974689,-87.890615,9,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,10,121,134,41.974689,-87.890615,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,10,121,134,41.974689,-87.890615,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,10,121,134,41.974689,-87.890615,9,4,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,10,121,134,41.974689,-87.890615,9,4,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,120,135,41.957799,-87.930995,5,4,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,120,135,41.957799,-87.930995,5,4,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,10,120,135,41.957799,-87.930995,5,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,10,120,135,41.957799,-87.930995,5,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,48,118,118,41.925198,-87.746381,8,8,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,48,118,118,41.925198,-87.746381,8,8,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,51,30,119,41.973845,-87.805059,9,18,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,51,30,119,41.973845,-87.805059,9,18,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,51,30,119,41.973845,-87.805059,9,14,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,51,30,119,41.973845,-87.805059,9,14,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,51,30,119,41.973845,-87.805059,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,51,30,119,41.973845,-87.805059,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,82,67,121,41.743402,-87.731435,8,50,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,82,67,121,41.743402,-87.731435,8,50,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,82,67,121,41.743402,-87.731435,8,45,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,82,67,121,41.743402,-87.731435,8,45,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,82,67,121,41.743402,-87.731435,8,50,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,82,67,121,41.743402,-87.731435,8,50,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,82,67,121,41.743402,-87.731435,8,3,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,82,67,121,41.743402,-87.731435,8,3,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,65,8,123,41.728495,-87.600963,5,7,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,65,8,123,41.728495,-87.600963,5,7,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,65,8,123,41.728495,-87.600963,5,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,65,8,123,41.728495,-87.600963,5,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,65,8,123,41.728495,-87.600963,5,3,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,65,8,123,41.728495,-87.600963,5,3,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,17,103,120,41.947227,-87.671457,9,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,17,103,120,41.947227,-87.671457,9,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,17,103,120,41.947227,-87.671457,9,1,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,17,103,120,41.947227,-87.671457,9,1,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,11,84,125,41.753411,-87.639817,5,4,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,11,84,125,41.753411,-87.639817,5,4,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,13,23,126,41.904194,-87.756155,9,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,13,23,126,41.904194,-87.756155,9,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
1,13,23,126,41.904194,-87.756155,9,2,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
1,13,23,126,41.904194,-87.756155,9,2,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,39,40,124,41.951866,-87.725057,8,10,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
2,39,40,124,41.951866,-87.725057,8,10,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
3,39,40,124,41.951866,-87.725057,8,5,0,72,50,52,56,0.0,30.18,3.4,5,4.2,2009,9,17
3,39,40,124,41.951866,-87.725057,8,5,0,71,54,51,57,0.0,30.17,4.5,8,5.4,2009,9,17
2,41,32,1,41.95469,-87.800991,9,27,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,41,32,1,41.95469,-87.800991,9,27,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
3,41,32,1,41.95469,-87.800991,9,1,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
3,41,32,1,41.95469,-87.800991,9,1,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
1,41,32,1,41.95469,-87.800991,9,1,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
1,41,32,1,41.95469,-87.800991,9,1,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,25,112,33,41.891118,-87.654491,8,3,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,25,112,33,41.891118,-87.654491,8,3,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,11,123,35,41.867108,-87.654224,8,23,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,11,123,35,41.867108,-87.654224,8,23,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
3,11,123,35,41.867108,-87.654224,8,10,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
3,11,123,35,41.867108,-87.654224,8,10,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,11,107,36,41.896282,-87.655232,8,3,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,11,107,36,41.896282,-87.655232,8,3,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,22,17,39,41.921965,-87.632085,8,4,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,22,17,39,41.921965,-87.632085,8,4,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,22,17,39,41.921965,-87.632085,8,12,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,22,17,39,41.921965,-87.632085,8,12,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
3,22,17,39,41.921965,-87.632085,8,1,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
3,22,17,39,41.921965,-87.632085,8,1,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
3,22,17,39,41.921965,-87.632085,8,1,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
3,22,17,39,41.921965,-87.632085,8,1,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,17,102,71,41.720848,-87.666014,9,2,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,17,102,71,41.720848,-87.666014,9,2,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
1,17,102,71,41.720848,-87.666014,9,1,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
1,17,102,71,41.720848,-87.666014,9,1,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,75,33,94,42.01743,-87.687769,8,4,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,75,33,94,42.01743,-87.687769,8,4,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,15,26,99,41.907645,-87.760886,8,3,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,15,26,99,41.907645,-87.760886,8,3,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,89,52,105,41.732984,-87.649642,8,7,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,89,52,105,41.732984,-87.649642,8,7,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
3,89,52,105,41.732984,-87.649642,8,2,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
3,89,52,105,41.732984,-87.649642,8,2,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,36,35,9,41.944869,-87.832763,8,4,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,36,35,9,41.944869,-87.832763,8,4,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
3,36,35,9,41.944869,-87.832763,8,1,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
3,36,35,9,41.944869,-87.832763,8,1,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,72,34,14,42.011601,-87.811506,8,3,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,72,34,14,42.011601,-87.811506,8,3,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
1,72,34,14,42.011601,-87.811506,8,1,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
1,72,34,14,42.011601,-87.811506,8,1,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,58,44,20,41.986921,-87.689778,9,2,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,58,44,20,41.986921,-87.689778,9,2,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,50,53,22,41.801498,-87.763416,9,30,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,50,53,22,41.801498,-87.763416,9,30,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
3,50,53,22,41.801498,-87.763416,9,4,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
3,50,53,22,41.801498,-87.763416,9,4,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
1,50,53,22,41.801498,-87.763416,9,4,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
1,50,53,22,41.801498,-87.763416,9,4,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,14,21,23,41.906638,-87.701431,9,23,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,14,21,23,41.906638,-87.701431,9,23,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
1,14,21,23,41.906638,-87.701431,9,1,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
1,14,21,23,41.906638,-87.701431,9,1,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,11,46,68,41.868077,-87.666901,9,29,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,11,46,68,41.868077,-87.666901,9,29,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
1,11,46,68,41.868077,-87.666901,9,4,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
1,11,46,68,41.868077,-87.666901,9,4,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,42,89,85,41.662014,-87.724608,8,5,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,42,89,85,41.662014,-87.724608,8,5,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,28,19,93,41.932094,-87.700117,8,6,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,28,19,93,41.932094,-87.700117,8,6,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
2,70,0,97,41.916265,-87.800515,8,16,0,70,60,57,60,0.16,30.12,5.4,11,7.3,2009,9,25
2,70,0,97,41.916265,-87.800515,8,16,0,70,60,57,60,0.02,30.11,5.4,11,6.3,2009,9,25
